shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Route_13,43.4476305507295,-3.86623625093774,477,9209
Route_13,43.447574470671,-3.86650733983903,478,9232
Route_13,43.4476192061558,-3.86654505446201,479,9238
Route_13,43.4476458413625,-3.86659486929226,480,9243
Route_13,43.4476542825952,-3.86666914158813,481,9249
Route_13,43.4476449045638,-3.86671844215052,482,9253
Route_13,43.4476175199198,-3.86676748550793,483,9258
Route_13,43.4475723160549,-3.86679155707655,484,9264
Route_13,43.4475183899735,-3.86677842822994,485,9270
Route_13,43.4474634332049,-3.86690122913888,486,9281
Route_13,43.4474176670369,-3.86699944397934,487,9291
Route_13,43.4473160062084,-3.86734403115932,488,9321
Route_13,43.4471033966775,-3.86807014474752,489,9384
Route_13,43.4469828811892,-3.86852568494058,490,9423
Route_13,43.446853360607,-3.86898109437988,491,9463
Route_13,43.4467240261794,-3.86941178767259,492,9501
Route_13,43.4466133548461,-3.86975623774294,493,9531
Route_13,43.4464467814811,-3.87034705264777,494,9582
Route_13,43.4460311828774,-3.87171286307699,495,9702
Route_13,43.4457817782214,-3.87253728300801,496,9774
Route_13,43.4454215900934,-3.87371848884483,497,9878
Route_13,43.445219266788,-3.87427169188894,498,9928
Route_13,43.4449270971365,-3.87479888002506,499,9982
Route_13,43.4447271336006,-3.87504315831586,500,10011
Route_13,43.4444727714292,-3.87533608238115,501,10048
Route_13,43.4443635966259,-3.8754828032401,502,10065
Route_13,43.4442276010816,-3.87560442076885,503,10083
Route_13,43.4440466836627,-3.8757130316957,504,10105
Route_13,43.4438382829655,-3.87588303462443,505,10132
Route_13,43.4437839792694,-3.8759193244568,506,10139
Route_13,43.4437653099582,-3.87600555984632,507,10146
Route_13,43.4437194413558,-3.87611611821324,508,10156
Route_13,43.443628935068,-3.87617660076638,509,10168
Route_13,43.443565912111,-3.87617569096299,510,10175
Route_13,43.4434759740144,-3.87616203484309,511,10185
Route_13,43.4434222384283,-3.87612418584351,512,10191
